Date,Price,Open,High,Low,Vol.,Change %
01/26/2024,92.209,86.877,93.662,86.100,6020000,6.13%
01/25/2024,86.880,88.771,89.585,85.173,5120000,-2.13%
01/24/2024,88.769,84.296,89.305,83.315,7350000,5.30%
01/23/2024,84.303,83.841,85.924,79.009,10070000,0.57%
01/22/2024,83.829,91.053,91.867,82.350,8670000,-7.94%
01/21/2024,91.055,92.756,93.892,90.830,2410000,-1.83%
01/20/2024,92.756,93.649,94.230,90.268,3320000,-0.96%
01/19/2024,93.655,94.354,95.309,87.055,7770000,-0.74%
01/18/2024,94.352,102.078,103.424,91.679,7740000,-7.56%
01/17/2024,102.070,97.598,102.691,96.884,8700000,4.57%
01/16/2024,97.607,94.358,98.682,94.189,4570000,3.40%
01/15/2024,94.398,93.900,96.870,93.166,4490000,0.58%
01/14/2024,93.855,95.781,103.110,93.767,7680000,-2.00%
01/13/2024,95.774,92.058,97.039,89.590,5220000,4.06%
01/12/2024,92.039,99.862,100.427,87.660,7950000,-7.83%
01/11/2024,99.862,102.050,107.040,97.780,11410000,-2.12%
01/10/2024,102.024,99.370,105.323,92.350,10770000,2.67%
01/09/2024,99.370,97.899,103.898,95.484,10420000,1.54%
01/08/2024,97.860,89.347,99.910,85.331,12280000,9.55%
01/07/2024,89.328,93.728,96.713,87.928,6840000,-4.69%
01/06/2024,93.728,99.930,100.227,91.618,6180000,-6.21%
01/05/2024,99.930,104.876,105.301,95.605,8010000,-4.72%
01/04/2024,104.876,98.536,108.042,96.776,8730000,6.43%
01/03/2024,98.536,106.720,109.887,86.141,15160000,-7.67%
01/02/2024,106.720,109.728,116.920,106.052,9660000,-2.65%
01/01/2024,109.628,101.590,109.668,101.558,5570000,7.91%
12/31/2023,101.590,101.808,105.151,99.597,4840000,-0.21%
12/30/2023,101.808,106.166,107.360,100.862,4930000,-4.11%
12/29/2023,106.166,101.845,109.726,99.632,11740000,4.24%
12/28/2023,101.845,106.766,109.442,97.302,12920000,-4.62%
12/27/2023,106.782,112.603,115.232,105.099,11250000,-5.17%
12/26/2023,112.603,120.761,121.291,103.265,15420000,-6.76%
12/25/2023,120.761,112.514,125.506,108.164,13740000,7.37%
12/24/2023,112.471,107.948,117.912,107.504,15820000,4.19%
12/23/2023,107.948,97.964,109.638,92.869,10510000,10.18%
12/22/2023,97.972,93.908,99.342,90.659,15050000,4.31%
12/21/2023,93.920,82.164,95.465,81.187,15310000,14.31%
12/20/2023,82.164,73.068,83.992,72.986,13600000,12.43%
12/19/2023,73.078,74.418,76.352,71.833,7640000,-1.77%
12/18/2023,74.394,70.799,75.380,67.130,9170000,5.17%
12/17/2023,70.737,73.733,74.914,70.594,6500000,-4.05%
12/16/2023,73.724,72.503,77.191,71.279,7210000,1.62%
12/15/2023,72.545,75.686,79.454,72.214,11170000,-4.15%
12/14/2023,75.686,70.596,76.186,69.682,9450000,7.21%
12/13/2023,70.598,68.550,72.457,64.058,10300000,2.99%
12/12/2023,68.550,70.297,72.388,65.962,9920000,-2.48%
12/11/2023,70.297,74.871,74.919,65.783,15880000,-5.96%
12/10/2023,74.750,72.317,74.839,70.734,7650000,3.36%
12/09/2023,72.319,74.896,77.550,71.848,11330000,-3.44%
12/08/2023,74.896,67.798,75.242,67.798,14150000,10.48%
12/07/2023,67.791,61.898,69.322,61.677,13530000,9.53%
12/06/2023,61.896,60.959,66.631,60.959,13830000,1.54%
12/05/2023,60.959,61.575,62.548,59.153,7720000,-1.00%
12/04/2023,61.572,62.988,65.243,60.081,10400000,-2.25%
12/03/2023,62.988,63.795,65.419,62.329,6520000,-1.28%
12/02/2023,63.807,59.756,63.898,59.674,6290000,6.78%
12/01/2023,59.754,59.199,61.846,58.614,6660000,0.94%
11/30/2023,59.199,59.292,61.646,58.858,5670000,-0.16%
11/29/2023,59.294,58.184,61.706,57.766,9660000,1.89%
11/28/2023,58.192,55.055,58.634,53.978,7110000,5.69%
11/27/2023,55.060,57.559,58.040,53.590,6160000,-4.34%
11/26/2023,57.559,58.809,59.007,56.260,4240000,-2.13%
11/25/2023,58.809,56.870,59.715,55.895,5310000,3.42%
11/24/2023,56.863,56.412,58.712,56.242,5280000,0.80%
11/23/2023,56.412,57.538,59.506,56.192,6230000,-1.86%
11/22/2023,57.482,51.691,58.825,51.650,9830000,11.20%
11/21/2023,51.691,56.574,57.316,51.401,12950000,-8.63%
11/20/2023,56.574,61.087,61.199,56.234,8920000,-7.43%
11/19/2023,61.114,58.566,62.011,56.724,9090000,4.38%
11/18/2023,58.552,58.497,59.313,54.856,9190000,0.09%
11/17/2023,58.497,57.823,60.442,54.205,14710000,1.18%
11/16/2023,57.815,65.527,68.076,56.552,18330000,-11.81%
11/15/2023,65.555,56.820,67.030,56.234,16379999,15.37%
11/14/2023,56.820,51.639,57.751,51.603,15400000,9.98%
11/13/2023,51.662,56.350,59.800,51.635,14450000,-8.32%
11/12/2023,56.350,56.375,61.823,54.617,13540000,-0.01%
11/11/2023,56.354,56.677,63.576,53.636,18650000,-0.57%
11/10/2023,56.677,45.305,57.442,45.095,19270000,25.02%
11/09/2023,45.335,43.132,48.777,42.529,16800000,5.12%
11/08/2023,43.127,42.946,43.866,42.295,6000000,0.42%
11/07/2023,42.946,42.171,44.442,40.236,12270000,1.80%
11/06/2023,42.187,41.157,42.190,39.687,7070000,2.51%
11/05/2023,41.154,42.426,42.826,40.297,5780000,-2.99%
11/04/2023,42.424,39.454,42.675,39.032,9180000,7.53%
11/03/2023,39.452,40.246,40.250,38.072,12860000,-1.97%
11/02/2023,40.246,41.113,44.501,38.762,18190000,-2.11%
11/01/2023,41.113,38.401,46.479,37.926,25100000,7.07%
10/31/2023,38.398,34.942,38.561,34.862,12760000,9.89%
10/30/2023,34.942,32.830,35.199,32.385,9620000,6.51%
10/29/2023,32.805,31.632,33.142,31.312,4670000,3.71%
10/28/2023,31.632,31.724,32.500,31.413,3130000,-0.29%
10/27/2023,31.724,32.780,33.305,31.456,7870000,-3.22%
10/26/2023,32.780,32.448,33.242,30.777,9530000,1.04%
10/25/2023,32.444,30.160,33.841,30.038,13170000,7.57%
10/24/2023,30.160,31.922,32.552,29.592,13770000,-5.52%
10/23/2023,31.922,29.051,32.709,28.770,15070000,9.89%
10/22/2023,29.049,29.325,29.992,28.123,6550000,-1.00%
10/21/2023,29.343,27.020,30.165,26.665,11470000,8.60%
10/20/2023,27.020,24.927,27.350,24.732,9710000,8.33%
10/19/2023,24.942,23.420,25.434,23.181,7600000,6.51%
10/18/2023,23.417,23.934,24.360,23.380,3990000,-2.16%
10/17/2023,23.934,23.954,24.520,23.579,5520000,-0.08%
10/16/2023,23.952,21.914,24.583,21.900,8670000,9.30%
10/15/2023,21.914,22.000,22.152,21.670,1820000,-0.35%
10/14/2023,21.990,21.838,22.220,21.808,1550000,0.69%
10/13/2023,21.840,21.299,22.175,21.120,2970000,2.54%
10/12/2023,21.299,22.008,22.032,21.032,3400000,-3.26%
10/11/2023,22.015,22.098,22.416,21.630,3550000,-0.38%
10/10/2023,22.098,22.100,22.459,21.703,2810000,0.01%
10/09/2023,22.097,23.222,23.370,21.782,4870000,-4.85%
10/08/2023,23.224,23.301,23.613,23.101,2210000,-0.34%
10/07/2023,23.303,23.701,23.824,23.091,3430000,-0.77%
10/06/2023,23.483,22.670,23.731,22.670,5050000,3.59%
10/05/2023,22.670,23.140,23.730,22.592,4050000,-2.03%
10/04/2023,23.140,23.608,23.776,22.665,4830000,-1.98%
10/03/2023,23.608,23.360,24.697,23.268,7030000,1.06%
10/02/2023,23.360,23.887,24.671,22.930,8000000,-2.19%
10/01/2023,23.883,21.364,24.433,21.138,7770000,11.79%
09/30/2023,21.364,20.280,21.762,20.100,4410000,5.34%
09/29/2023,20.280,19.960,20.424,19.853,3290000,1.60%
09/28/2023,19.960,19.127,19.976,19.105,3970000,4.35%
09/27/2023,19.127,19.026,19.460,18.762,3390000,0.53%
09/26/2023,19.026,19.398,19.520,18.868,2500000,-1.92%
09/25/2023,19.398,19.362,19.736,19.140,2240000,0.20%
09/24/2023,19.358,19.488,19.654,19.278,1330000,-0.66%
09/23/2023,19.488,19.428,19.563,19.290,1170000,0.31%
09/22/2023,19.428,19.463,19.780,19.172,2360000,-0.18%
09/21/2023,19.463,20.292,20.292,19.313,4019999,-4.11%
09/20/2023,20.297,20.030,20.508,19.818,3430000,1.33%
09/19/2023,20.030,19.650,20.362,19.582,3760000,1.95%
09/18/2023,19.648,18.822,20.122,18.613,4870000,4.39%
09/17/2023,18.822,19.130,19.132,18.682,1310000,-1.61%
09/16/2023,19.130,19.143,19.421,18.885,1830000,-0.05%
09/15/2023,19.140,18.852,19.433,18.567,2910000,1.54%
09/14/2023,18.850,18.398,19.300,18.398,5380000,2.46%
09/13/2023,18.398,17.912,18.520,17.708,5120000,2.72%
09/12/2023,17.910,17.738,18.690,17.570,5940000,0.98%
09/11/2023,17.736,18.238,18.438,17.396,6020000,-2.71%
09/10/2023,18.230,19.432,19.440,17.850,6860000,-6.19%
09/09/2023,19.432,19.608,19.610,19.385,846260,-0.91%
09/08/2023,19.610,19.904,20.270,19.395,2430000,-1.48%
09/07/2023,19.904,19.640,19.990,19.340,2920000,1.34%
09/06/2023,19.640,20.258,20.370,19.206,4099999,-3.05%
09/05/2023,20.258,19.520,20.571,19.047,5070000,3.80%
09/04/2023,19.517,19.572,19.998,19.181,2620000,-0.28%
09/03/2023,19.572,19.500,19.668,19.256,1340000,0.37%
09/02/2023,19.500,19.322,19.678,19.146,1730000,0.92%
09/01/2023,19.322,19.737,19.920,19.080,3330000,-2.05%
08/31/2023,19.727,20.812,21.008,19.481,4820000,-5.21%
08/30/2023,20.812,21.792,21.958,20.600,3170000,-4.50%
08/29/2023,21.792,20.568,21.982,20.118,6610000,5.95%
08/28/2023,20.568,20.790,20.790,20.086,2100000,-1.07%
08/27/2023,20.790,20.288,20.908,20.240,1370000,2.47%
08/26/2023,20.288,20.420,20.422,20.206,937780,-0.65%
08/25/2023,20.420,21.058,21.058,20.096,2950000,-3.03%
08/24/2023,21.058,21.738,22.018,20.684,3360000,-3.13%
08/23/2023,21.738,20.584,21.784,20.448,4590000,5.61%
08/22/2023,20.584,21.192,21.262,19.557,4500000,-2.86%
08/21/2023,21.190,21.770,21.772,20.448,3360000,-2.65%
08/20/2023,21.768,21.900,22.014,21.596,1340000,-0.60%
08/19/2023,21.900,21.346,22.150,21.308,2110000,2.59%
08/18/2023,21.348,21.698,22.172,20.976,4840000,-1.62%
08/17/2023,21.700,22.816,23.416,20.265,7700000,-4.89%
08/16/2023,22.816,23.920,24.016,22.438,5480000,-4.72%
08/15/2023,23.946,25.180,25.280,23.744,4840000,-4.89%
08/14/2023,25.176,24.230,25.271,24.117,3660000,3.90%
08/13/2023,24.230,24.902,24.940,24.216,2340000,-2.70%
08/12/2023,24.902,24.616,25.128,24.396,2250000,1.15%
08/11/2023,24.618,24.605,24.898,24.354,2940000,0.05%
08/10/2023,24.605,24.385,24.860,24.135,3080000,0.90%
08/09/2023,24.385,24.210,24.984,24.122,4700000,0.72%
08/08/2023,24.210,23.117,24.740,23.026,5920000,4.77%
08/07/2023,23.109,23.197,23.579,22.418,3780000,-0.38%
08/06/2023,23.197,22.648,23.432,22.578,3070000,2.42%
08/05/2023,22.648,22.796,22.926,22.311,2160000,-0.65%
08/04/2023,22.796,22.640,23.558,22.508,4070000,0.69%
08/03/2023,22.640,23.148,23.372,22.484,3630000,-2.19%
08/02/2023,23.148,24.050,24.234,22.930,4220000,-3.59%
08/01/2023,24.010,23.722,24.040,23.012,4530000,1.22%
07/31/2023,23.720,24.250,24.780,23.608,3990000,-2.19%
07/30/2023,24.250,25.158,25.210,23.763,3530000,-3.62%
07/29/2023,25.160,24.820,25.380,24.755,2260000,1.37%
07/28/2023,24.820,25.100,25.522,24.554,3600000,-1.12%
07/27/2023,25.102,25.174,25.634,24.700,5270000,-0.35%
07/26/2023,25.190,23.270,25.581,23.182,7500000,8.25%
07/25/2023,23.270,23.370,23.578,22.767,3350000,-0.43%
07/24/2023,23.370,24.763,24.830,22.917,5220000,-5.61%
07/23/2023,24.760,24.522,25.248,24.233,3140000,0.98%
07/22/2023,24.520,25.492,25.960,24.260,2990000,-3.81%
07/21/2023,25.492,25.378,25.994,25.098,4230000,0.48%
07/20/2023,25.371,26.310,27.358,25.096,6370000,-3.60%
07/19/2023,26.320,25.554,26.980,25.378,6480000,3.00%
07/18/2023,25.554,26.804,27.062,24.793,8119999,-4.66%
07/17/2023,26.804,27.420,28.455,25.794,10590000,-2.25%
07/16/2023,27.420,27.461,28.553,26.764,8109999,-0.13%
07/15/2023,27.456,26.675,29.072,26.547,12930000,2.91%
07/14/2023,26.679,25.991,30.574,25.309,23770000,2.63%
07/13/2023,25.995,21.938,26.651,21.450,19220000,18.47%
07/12/2023,21.942,22.078,22.720,21.776,7450000,-0.62%
07/11/2023,22.078,21.298,22.305,21.212,5530000,3.63%
07/10/2023,21.305,21.325,21.790,20.532,6750000,-0.17%
07/09/2023,21.342,21.823,22.332,21.042,4590000,-2.21%
07/08/2023,21.823,21.495,22.447,21.329,7760000,1.54%
07/07/2023,21.493,19.616,21.698,19.298,11560000,9.43%
07/06/2023,19.641,18.992,20.964,18.860,11930000,3.43%
07/05/2023,18.990,19.134,19.376,18.476,3190000,-0.75%
07/04/2023,19.134,19.234,19.928,19.080,3860000,-0.52%
07/03/2023,19.234,19.460,19.640,18.890,3790000,-1.17%
07/02/2023,19.462,18.719,19.718,18.559,5970000,3.97%
07/01/2023,18.719,18.858,18.983,17.919,4080000,-0.74%
06/30/2023,18.858,17.988,19.930,17.330,13570000,4.83%
06/29/2023,17.990,15.968,18.238,15.885,9570000,12.68%
06/28/2023,15.965,16.622,16.648,15.712,5320000,-3.95%
06/27/2023,16.622,16.262,16.920,16.140,3850000,2.21%
06/26/2023,16.262,16.962,17.112,15.986,3980000,-4.14%
06/25/2023,16.964,16.642,17.380,16.573,3450000,1.94%
06/24/2023,16.642,17.142,17.525,16.392,3530000,-2.92%
06/23/2023,17.142,16.634,17.512,16.218,6420000,3.06%
06/22/2023,16.634,17.237,17.725,16.582,4330000,-3.55%
06/21/2023,17.245,16.633,17.402,16.570,5530000,3.68%
06/20/2023,16.633,16.102,16.653,15.758,4099999,3.29%
06/19/2023,16.102,15.448,16.130,15.368,2410000,4.23%
06/18/2023,15.448,15.640,15.828,15.340,1940000,-1.23%
06/17/2023,15.640,15.320,16.093,15.170,3120000,2.09%
06/16/2023,15.320,14.787,15.450,14.454,3940000,3.60%
06/15/2023,14.787,14.490,15.049,14.189,5380000,2.07%
06/14/2023,14.488,15.037,15.336,14.140,4820000,-3.66%
06/13/2023,15.038,15.191,15.931,14.780,5770000,-1.00%
06/12/2023,15.190,15.550,15.649,14.759,6090000,-2.32%
06/11/2023,15.551,15.622,16.142,15.142,7040000,-0.46%
06/10/2023,15.623,17.398,17.398,13.330,20690000,-10.20%
06/09/2023,17.398,18.890,19.325,17.125,6200000,-7.91%
06/08/2023,18.892,18.633,19.093,18.258,3150000,1.42%
06/07/2023,18.627,20.390,20.512,18.527,5400000,-8.65%
06/06/2023,20.390,19.993,20.685,19.265,5770000,1.95%
06/05/2023,20.000,21.830,22.052,19.353,8369999,-8.38%
06/04/2023,21.830,21.195,22.290,21.035,3610000,3.02%
06/03/2023,21.190,21.262,21.345,20.994,1480000,-0.32%
06/02/2023,21.258,20.497,21.372,20.325,2660000,3.71%
06/01/2023,20.497,20.820,20.983,20.437,2290000,-1.56%
05/31/2023,20.823,21.253,21.326,20.435,2840000,-2.02%
05/30/2023,21.253,20.572,21.396,20.472,4460000,3.31%
05/29/2023,20.572,20.800,20.974,20.280,2840000,-1.10%
05/28/2023,20.802,20.422,21.165,20.302,3530000,1.85%
05/27/2023,20.424,19.353,20.512,19.330,2000000,5.55%
05/26/2023,19.350,19.250,19.553,19.093,1440000,0.52%
05/25/2023,19.250,19.213,19.540,18.798,2370000,0.19%
05/24/2023,19.213,20.030,20.070,18.852,3800000,-4.07%
05/23/2023,20.028,19.530,20.166,19.426,3280000,2.55%
05/22/2023,19.530,19.612,19.997,19.370,3020000,-0.42%
05/21/2023,19.612,20.290,20.390,19.413,2570000,-3.34%
05/20/2023,20.290,20.350,20.360,20.113,1280000,-0.29%
05/19/2023,20.350,20.347,20.563,20.267,1660000,0.01%
05/18/2023,20.347,21.047,21.090,20.127,3670000,-3.33%
05/17/2023,21.047,20.673,21.182,20.440,3490000,1.81%
05/16/2023,20.673,20.987,21.133,20.450,3770000,-1.51%
05/15/2023,20.990,20.944,21.504,20.622,3930000,0.22%
05/14/2023,20.944,20.832,21.234,20.632,1970000,0.54%
05/13/2023,20.832,20.906,21.277,20.792,2310000,-0.35%
05/12/2023,20.906,20.184,20.936,19.830,4360000,3.57%
05/11/2023,20.184,20.934,20.934,19.797,4780000,-3.57%
05/10/2023,20.932,20.658,21.297,19.999,6520000,1.26%
05/09/2023,20.673,20.632,20.997,20.427,3220000,0.19%
05/08/2023,20.632,21.657,21.807,20.003,7050000,-4.72%
05/07/2023,21.655,21.928,22.734,21.655,3800000,-1.25%
05/06/2023,21.928,22.825,23.224,21.613,3870000,-3.93%
05/05/2023,22.825,21.740,23.043,21.656,4960000,4.99%
05/04/2023,21.740,22.220,22.472,21.616,3210000,-2.16%
05/03/2023,22.220,22.250,22.282,21.254,5120000,-0.14%
05/02/2023,22.252,21.952,22.374,21.760,3280000,1.26%
05/01/2023,21.975,22.739,22.880,21.600,5000000,-3.36%
04/30/2023,22.739,23.186,23.902,22.739,4050000,-1.93%
04/29/2023,23.186,23.348,23.778,22.934,4040000,-0.69%
04/28/2023,23.348,22.332,23.471,22.184,6060000,4.55%
04/27/2023,22.332,21.284,22.494,21.180,5970000,4.92%
04/26/2023,21.284,21.920,22.937,20.476,8430000,-2.90%
04/25/2023,21.920,21.380,21.962,20.736,4280000,2.53%
04/24/2023,21.380,21.470,21.982,21.036,3840000,-0.42%
04/23/2023,21.470,21.795,22.237,21.012,3470000,-1.49%
04/22/2023,21.795,21.267,21.972,21.067,2440000,2.48%
04/21/2023,21.267,22.197,22.390,21.070,6040000,-4.13%
04/20/2023,22.183,22.683,23.134,21.605,7760000,-2.20%
04/19/2023,22.683,24.823,24.969,22.072,9380000,-8.62%
04/18/2023,24.823,24.572,25.436,24.023,5020000,1.03%
04/17/2023,24.569,25.365,25.960,24.358,8000000,-3.12%
04/16/2023,25.360,24.050,25.457,23.845,4590000,5.46%
04/15/2023,24.047,24.723,24.778,23.825,3800000,-2.73%
04/14/2023,24.723,24.437,25.463,23.765,9000000,1.17%
04/13/2023,24.437,23.790,25.243,23.655,7930000,2.73%
04/12/2023,23.788,22.982,24.400,22.336,13850000,3.50%
04/11/2023,22.982,20.897,23.675,20.827,11980000,9.94%
04/10/2023,20.904,20.282,20.950,20.082,2490000,3.05%
04/09/2023,20.285,20.043,20.425,19.900,1370000,1.20%
04/08/2023,20.043,20.446,20.726,19.900,2400000,-1.97%
04/07/2023,20.446,20.623,20.773,20.253,1760000,-0.84%
04/06/2023,20.620,20.963,20.988,20.466,2330000,-1.67%
04/05/2023,20.970,20.922,21.333,20.632,3580000,0.23%
04/04/2023,20.922,20.446,21.238,20.324,3310000,2.33%
04/03/2023,20.446,20.520,20.990,19.992,5700000,-0.38%
04/02/2023,20.524,21.080,21.294,20.250,2280000,-2.60%
04/01/2023,21.072,21.165,21.310,20.796,2240000,-0.44%
03/31/2023,21.165,20.547,21.462,20.072,4179999,2.97%
03/30/2023,20.555,21.110,21.648,20.160,5960000,-2.63%
03/29/2023,21.110,20.460,21.536,20.430,4440000,3.21%
03/28/2023,20.453,19.900,20.820,19.620,4680000,2.78%
03/27/2023,19.900,20.954,20.982,19.448,4720000,-5.04%
03/26/2023,20.957,20.425,21.117,20.295,2380000,2.60%
03/25/2023,20.425,20.659,20.969,20.129,3110000,-1.13%
03/24/2023,20.659,22.184,22.270,20.308,8000000,-6.87%
03/23/2023,22.184,21.434,22.741,21.172,7730000,3.54%
03/22/2023,21.425,22.574,23.062,21.019,12390000,-5.09%
03/21/2023,22.574,22.150,23.316,21.578,9940000,1.93%
03/20/2023,22.147,21.855,23.893,21.448,15170000,1.34%
03/19/2023,21.855,21.218,22.428,21.214,6100000,3.02%
03/18/2023,21.215,21.628,22.850,21.091,10590000,-1.89%
03/17/2023,21.624,19.697,21.669,19.437,9170000,9.79%
03/16/2023,19.697,19.261,19.888,18.927,6620000,2.26%
03/15/2023,19.261,20.914,21.463,18.773,11640000,-7.90%
03/14/2023,20.914,20.428,22.081,19.802,14880000,2.40%
03/13/2023,20.425,20.184,21.367,18.907,16739999,1.19%
03/12/2023,20.184,18.113,20.452,17.757,9040000,11.43%
03/11/2023,18.113,18.202,18.896,17.011,9260000,-0.52%
03/10/2023,18.208,17.326,18.352,16.060,15880000,5.00%
03/09/2023,17.341,18.410,18.745,16.819,12510000,-5.81%
03/08/2023,18.410,20.236,20.380,18.214,9320000,-9.02%
03/07/2023,20.236,20.610,20.950,19.732,5230000,-1.81%
03/06/2023,20.610,20.970,21.140,20.490,3700000,-1.74%
03/05/2023,20.974,20.988,21.663,20.850,3060000,-0.07%
03/04/2023,20.988,21.423,21.598,20.330,2200000,-2.03%
03/03/2023,21.423,21.997,22.017,20.470,5330000,-2.61%
03/02/2023,21.997,22.520,22.633,21.680,3170000,-2.32%
03/01/2023,22.520,21.880,22.854,21.670,3370000,2.93%
02/28/2023,21.880,22.677,22.740,21.784,3450000,-3.52%
02/27/2023,22.677,23.274,23.400,22.337,5080000,-2.56%
02/26/2023,23.274,22.377,23.514,22.223,3560000,4.00%
02/25/2023,22.378,23.080,23.310,21.508,5470000,-3.04%
02/24/2023,23.080,23.912,24.118,22.526,6200000,-3.50%
02/23/2023,23.918,24.162,24.680,23.626,5590000,-1.01%
02/22/2023,24.162,24.980,25.210,23.252,9480000,-3.27%
02/21/2023,24.980,26.260,26.598,24.617,8790000,-4.82%
02/20/2023,26.245,24.860,27.043,24.214,13670000,5.53%
02/19/2023,24.869,23.453,25.584,23.228,10600000,6.04%
02/18/2023,23.453,23.148,23.905,22.932,3530000,1.32%
02/17/2023,23.148,22.282,23.535,22.077,6070000,3.83%
02/16/2023,22.293,23.880,24.133,22.227,9340000,-6.65%
02/15/2023,23.880,21.840,23.930,21.462,7470000,9.33%
02/14/2023,21.842,20.774,22.306,20.684,9760000,5.13%
02/13/2023,20.777,21.500,21.569,19.780,8570000,-3.37%
02/12/2023,21.502,20.813,22.364,20.630,5910000,3.31%
02/11/2023,20.813,20.122,20.901,20.102,2610000,3.43%
02/10/2023,20.122,20.480,21.190,19.699,7250000,-1.75%
02/09/2023,20.480,23.215,23.342,20.065,8530000,-11.78%
02/08/2023,23.215,23.832,24.180,22.832,5160000,-2.56%
02/07/2023,23.825,22.652,23.937,22.568,6460000,5.18%
02/06/2023,22.652,23.464,23.722,22.536,4680000,-3.46%
02/05/2023,23.464,24.350,24.452,23.048,6070000,-3.64%
02/04/2023,24.350,24.670,24.933,24.253,2640000,-1.30%
02/03/2023,24.670,24.254,25.069,24.057,6790000,1.72%
02/02/2023,24.254,25.007,26.130,24.157,10400000,-2.93%
02/01/2023,24.986,23.923,25.190,22.540,10570000,4.44%
01/31/2023,23.923,23.966,24.400,23.507,5770000,-0.18%
01/30/2023,23.966,26.103,26.305,23.395,10790000,-8.17%
01/29/2023,26.097,24.010,26.748,23.757,10700000,8.67%
01/28/2023,24.016,24.424,25.117,23.783,4720000,-1.66%
01/27/2023,24.420,24.349,24.917,23.441,7300000,0.29%
01/26/2023,24.349,24.510,25.197,23.897,7660000,-0.66%
01/25/2023,24.510,22.767,25.368,22.320,12130000,7.66%
01/24/2023,22.767,24.316,25.170,22.452,8780000,-6.37%
01/23/2023,24.316,24.222,24.884,23.901,9470000,0.39%
01/22/2023,24.222,24.550,25.413,23.666,10590000,-1.32%
01/21/2023,24.547,25.550,26.424,24.547,19010000,-3.93%
01/20/2023,25.550,21.420,25.703,20.951,14860000,19.28%
01/19/2023,21.420,20.849,21.836,20.440,9270000,2.74%
01/18/2023,20.849,22.870,23.577,20.534,16640000,-8.84%
01/17/2023,22.870,23.578,23.936,22.779,9210000,-3.00%
01/16/2023,23.578,22.890,24.859,22.370,16390000,2.97%
01/15/2023,22.897,24.233,24.813,22.056,17060000,-5.57%
01/14/2023,24.247,18.287,24.641,18.206,39690000,32.59%
01/13/2023,18.287,16.600,18.577,16.330,16309999,10.16%
01/12/2023,16.600,16.365,16.930,15.714,14510000,1.48%
01/11/2023,16.357,16.194,16.572,15.334,10450000,1.01%
01/10/2023,16.194,16.258,16.690,15.604,13990000,-0.44%
01/09/2023,16.266,14.446,17.453,14.304,31730000,12.32%
01/08/2023,14.482,13.094,14.599,12.860,9870000,10.60%
01/07/2023,13.094,13.500,13.508,13.026,3280000,-3.15%
01/06/2023,13.520,13.420,13.576,12.740,9150000,0.75%
01/05/2023,13.420,13.442,13.850,12.954,9580000,-0.14%
01/04/2023,13.438,13.377,14.166,12.861,20700000,0.51%
01/03/2023,13.370,11.274,13.646,11.018,22970000,18.59%
01/02/2023,11.274,10.000,11.637,9.815,13250000,12.74%
01/01/2023,10.000,9.955,10.080,9.705,4580000,0.45%
12/31/2022,9.955,9.903,10.170,9.670,6790000,0.61%
12/30/2022,9.895,9.647,10.121,9.029,23460000,2.45%
12/29/2022,9.658,9.760,9.928,8.085,20960000,-1.04%
12/28/2022,9.760,11.090,11.110,9.480,13990000,-11.99%
12/27/2022,11.090,11.339,11.430,10.732,5100000,-2.20%
12/26/2022,11.339,11.390,11.485,11.102,2910000,-0.41%
12/25/2022,11.385,11.450,11.550,11.250,1730000,-0.57%
12/24/2022,11.450,11.781,11.790,11.205,4620000,-2.84%
12/23/2022,11.785,11.810,12.105,11.725,3120000,-0.21%
12/22/2022,11.810,12.140,12.185,11.684,3750000,-2.72%
12/21/2022,12.140,12.265,12.280,11.905,3190000,-1.06%
12/20/2022,12.270,11.940,12.475,11.845,3770000,2.76%
12/19/2022,11.940,12.380,12.580,11.690,4970000,-3.48%
12/18/2022,12.370,12.510,12.599,12.275,2570000,-1.08%
12/17/2022,12.505,12.281,12.535,11.940,4940000,1.86%
12/16/2022,12.276,14.040,14.164,12.021,8150000,-12.60%
12/15/2022,14.046,14.124,14.500,13.880,4650000,-0.55%
12/14/2022,14.124,13.877,14.936,13.807,8270000,1.73%
12/13/2022,13.883,13.314,14.106,12.780,6000000,4.28%
12/12/2022,13.314,13.420,13.480,12.831,4320000,-0.82%
12/11/2022,13.423,13.577,13.790,13.397,1830000,-1.13%
12/10/2022,13.577,13.580,13.700,13.543,1380000,-0.02%
12/09/2022,13.580,13.690,14.007,13.510,3640000,-0.80%
12/08/2022,13.690,13.493,13.763,13.280,3130000,1.46%
12/07/2022,13.493,14.300,14.324,13.470,4030000,-5.64%
12/06/2022,14.300,13.825,14.351,13.810,4870000,3.45%
12/05/2022,13.823,13.707,14.165,13.600,5420000,0.82%
12/04/2022,13.710,13.293,13.750,13.272,2440000,3.14%
12/03/2022,13.293,13.713,13.753,13.235,2630000,-3.07%
12/02/2022,13.713,13.510,13.783,13.337,4040000,1.55%
12/01/2022,13.504,14.144,14.184,13.406,4019999,-4.61%
11/30/2022,14.157,13.350,14.285,13.273,6170000,6.07%
11/29/2022,13.346,13.324,13.930,13.156,4340000,0.16%
11/28/2022,13.324,14.107,14.166,12.786,8100000,-5.58%
11/27/2022,14.111,14.170,14.440,14.056,3610000,-0.39%
11/26/2022,14.166,14.014,14.920,13.976,4680000,1.12%
11/25/2022,14.010,14.586,14.590,13.912,4790000,-3.95%
11/24/2022,14.586,14.362,14.904,13.848,7880000,1.56%
