Date,Price,Open,High,Low,Vol.,Change %
11/23/2022,14.362,12.429,14.438,12.403,12710000,15.62%
11/22/2022,12.422,11.836,12.494,10.960,8810000,4.95%
11/21/2022,11.836,12.274,12.277,11.296,8000000,-3.57%
11/20/2022,12.274,12.834,13.463,12.135,6630000,-4.33%
11/19/2022,12.830,12.677,12.964,12.643,4320000,-2.70%
11/18/2022,13.186,13.723,13.723,12.996,4880000,-3.96%
11/17/2022,13.730,14.173,14.477,12.973,10010000,-3.13%
11/16/2022,14.173,14.311,14.601,13.653,6170000,-0.99%
11/15/2022,14.315,13.989,15.050,13.832,10940000,2.33%
11/14/2022,13.989,13.157,14.953,12.163,16920000,6.33%
11/13/2022,13.157,14.544,14.702,13.043,10920000,-9.54%
11/12/2022,14.544,16.451,16.451,14.474,9720000,-11.59%
11/11/2022,16.451,17.645,18.265,15.189,22280000,-6.73%
11/10/2022,17.638,14.016,18.805,13.193,41670000,25.84%
11/09/2022,14.016,24.335,24.344,12.445,50780000,-42.35%
11/08/2022,24.314,29.616,31.512,21.003,40350000,-17.86%
11/07/2022,29.599,32.627,33.105,28.445,13550000,-9.28%
11/06/2022,32.627,36.893,37.035,32.408,6470000,-11.52%
11/05/2022,36.874,33.740,38.729,33.683,10200000,9.30%
11/04/2022,33.737,30.860,34.183,30.667,6110000,9.32%
11/03/2022,30.860,30.810,32.223,30.624,3300000,0.15%
11/02/2022,30.813,32.210,32.930,30.240,5040000,-4.32%
11/01/2022,32.203,32.564,33.386,32.160,3010000,-1.13%
10/31/2022,32.571,32.940,34.363,32.223,4820000,-1.10%
10/30/2022,32.933,32.873,33.533,31.994,2940000,0.18%
10/29/2022,32.873,32.056,33.830,31.856,4910000,2.56%
10/28/2022,32.053,30.590,32.524,30.130,4470000,4.76%
10/27/2022,30.596,31.303,32.243,30.486,5300000,-2.23%
10/26/2022,31.294,30.883,32.064,30.684,5510000,1.32%
10/25/2022,30.887,28.302,32.280,28.053,6620000,9.14%
10/24/2022,28.300,29.295,29.472,28.178,3350000,-3.39%
10/23/2022,29.293,28.005,29.405,27.843,2880000,4.59%
10/22/2022,28.008,28.103,28.173,27.500,1810000,-0.34%
10/21/2022,28.103,28.031,28.283,26.864,4550000,0.24%
10/20/2022,28.037,28.857,29.463,27.997,3590000,-2.84%
10/19/2022,28.857,30.140,30.240,28.766,2590000,-4.26%
10/18/2022,30.140,31.213,31.470,29.803,3030000,-3.44%
10/17/2022,31.213,30.167,31.283,29.837,2480000,3.47%
10/16/2022,30.167,29.594,30.506,29.576,1330000,1.96%
10/15/2022,29.588,30.000,30.197,29.454,1640000,-1.39%
10/14/2022,30.004,30.507,31.967,29.643,3670000,-1.65%
10/13/2022,30.507,31.156,31.200,27.983,6670000,-2.09%
10/12/2022,31.156,30.806,31.514,30.683,1630000,1.12%
10/11/2022,30.810,31.937,31.954,30.490,3060000,-3.52%
10/10/2022,31.934,32.923,33.433,31.926,2450000,-3.01%
10/09/2022,32.923,32.584,33.134,32.444,1360000,1.07%
10/08/2022,32.576,32.970,33.070,32.398,1400000,-1.23%
10/07/2022,32.980,33.356,33.769,32.452,3070000,-1.17%
10/06/2022,33.369,34.036,34.494,33.254,3240000,-1.97%
10/05/2022,34.040,34.101,34.364,33.229,3080000,-0.18%
10/04/2022,34.101,32.884,34.391,32.844,3120000,3.69%
10/03/2022,32.888,32.064,33.251,31.797,3120000,2.57%
10/02/2022,32.064,32.437,33.010,31.932,2410000,-1.17%
10/01/2022,32.443,33.246,33.246,32.400,2190000,-2.41%
09/30/2022,33.243,33.921,35.173,32.661,6280000,-1.99%
09/29/2022,33.917,33.213,34.410,32.697,4290000,2.12%
09/28/2022,33.213,32.690,33.780,31.677,4700000,1.60%
09/27/2022,32.690,33.887,35.352,32.128,6490000,-3.53%
09/26/2022,33.887,32.316,33.940,31.890,4840000,4.89%
09/25/2022,32.306,33.383,34.037,31.953,2880000,-3.33%
09/24/2022,33.417,33.667,34.744,33.189,4450000,-0.75%
09/23/2022,33.670,32.417,33.950,31.257,5110000,3.87%
09/22/2022,32.415,30.706,32.850,30.607,4080000,5.38%
09/21/2022,30.761,31.413,33.374,30.110,6190000,-2.08%
09/20/2022,31.413,32.623,32.870,31.336,3610000,-3.71%
09/19/2022,32.623,31.103,33.033,30.637,4810000,4.90%
09/18/2022,31.100,33.695,33.987,30.875,3150000,-7.74%
09/17/2022,33.711,32.243,33.890,32.227,1930000,4.58%
09/16/2022,32.233,33.088,33.202,31.541,3290000,-2.58%
09/15/2022,33.088,34.113,34.755,32.564,4830000,-3.00%
09/14/2022,34.113,32.996,34.326,32.763,4330000,3.39%
09/13/2022,32.996,37.453,38.916,32.976,8910000,-11.91%
09/12/2022,37.458,35.006,38.296,34.426,7160000,7.05%
09/11/2022,34.990,35.039,35.974,34.080,2940000,-0.19%
09/10/2022,35.055,34.683,35.402,34.280,2890000,0.97%
09/09/2022,34.719,33.603,35.889,33.593,5480000,3.32%
09/08/2022,33.603,32.697,33.880,32.037,4170000,2.82%
09/07/2022,32.681,30.872,32.921,30.380,3570000,5.86%
09/06/2022,30.872,32.160,33.850,30.549,6340000,-3.99%
09/05/2022,32.157,32.151,32.485,31.160,2300000,0.08%
09/04/2022,32.130,31.124,32.176,31.024,1880000,3.25%
09/03/2022,31.120,31.250,31.273,30.817,1330000,-0.44%
09/02/2022,31.257,31.600,32.376,30.796,3460000,-1.10%
09/01/2022,31.603,31.507,31.766,30.486,3350000,0.31%
08/31/2022,31.507,31.454,32.904,31.197,4120000,0.20%
08/30/2022,31.443,32.417,33.123,30.713,5400000,-3.01%
08/29/2022,32.420,30.362,32.613,30.030,5710000,6.89%
08/28/2022,30.330,31.526,32.174,30.236,3290000,-3.79%
08/27/2022,31.523,31.750,32.243,30.890,4380000,-0.73%
08/26/2022,31.756,35.277,35.716,31.448,7560000,-10.01%
08/25/2022,35.290,34.892,36.470,34.886,3820000,1.13%
08/24/2022,34.896,35.653,36.362,34.317,4210000,-2.13%
08/23/2022,35.657,35.432,36.090,34.262,4210000,0.58%
08/22/2022,35.450,36.458,36.530,33.812,6220000,-2.77%
08/21/2022,36.458,35.280,37.013,34.587,5440000,3.34%
08/20/2022,35.280,35.876,37.254,34.294,6960000,-1.57%
08/19/2022,35.844,39.488,39.573,35.435,10310000,-9.25%
08/18/2022,39.495,40.519,41.654,39.443,4610000,-2.53%
08/17/2022,40.519,43.100,44.684,40.209,6810000,-6.05%
08/16/2022,43.127,43.713,44.296,42.595,5080000,-1.33%
08/15/2022,43.710,44.870,47.192,42.777,6250000,-2.60%
08/14/2022,44.876,46.566,48.019,44.489,4980000,-3.64%
08/13/2022,46.569,45.446,48.341,45.289,6810000,2.49%
08/12/2022,45.439,42.762,45.477,42.173,4910000,6.27%
08/11/2022,42.757,42.462,45.263,42.363,7680000,0.70%
08/10/2022,42.462,40.353,42.725,39.167,6410000,5.23%
08/09/2022,40.353,42.196,42.740,39.841,4150000,-4.44%
08/08/2022,42.230,40.603,43.664,40.570,5250000,4.03%
08/07/2022,40.594,40.076,41.530,39.239,2550000,1.35%
08/06/2022,40.055,40.560,40.893,39.877,2310000,-1.28%
08/05/2022,40.573,38.807,41.290,38.733,5150000,4.56%
08/04/2022,38.804,38.567,39.802,37.990,5840000,0.63%
08/03/2022,38.560,39.761,40.896,37.571,12440000,-2.95%
08/02/2022,39.733,41.743,42.403,39.584,5200000,-4.83%
08/01/2022,41.749,42.374,43.236,40.620,4830000,-1.57%
07/31/2022,42.416,43.840,45.150,42.267,4710000,-3.24%
07/30/2022,43.837,41.909,46.562,41.494,7860000,4.60%
07/29/2022,41.909,42.986,44.309,41.231,7190000,-2.49%
07/28/2022,42.980,40.259,44.136,39.053,9910000,6.76%
07/27/2022,40.259,36.267,40.484,35.697,8430000,11.00%
07/26/2022,36.270,36.643,36.806,34.707,6750000,-1.07%
07/25/2022,36.661,40.973,41.077,36.600,6730000,-10.55%
07/24/2022,40.987,39.997,42.076,39.490,4630000,2.49%
07/23/2022,39.990,40.536,41.897,38.664,5160000,-1.35%
07/22/2022,40.539,43.131,44.285,40.056,7010000,-6.01%
07/21/2022,43.131,42.051,44.030,39.700,9870000,2.60%
07/20/2022,42.040,44.890,46.260,41.383,10210000,-6.35%
07/19/2022,44.890,43.578,47.255,42.608,11610000,3.01%
07/18/2022,43.578,38.589,44.020,38.574,9240000,13.02%
07/17/2022,38.557,39.603,41.064,38.336,5780000,-2.63%
07/16/2022,39.600,37.367,40.372,36.374,5900000,5.98%
07/15/2022,37.367,37.139,39.020,36.586,6750000,0.63%
07/14/2022,37.132,34.957,37.273,33.621,8020000,6.29%
07/13/2022,34.937,32.674,35.020,31.942,7130000,6.95%
07/12/2022,32.667,33.448,34.580,32.611,4740000,-2.34%
07/11/2022,33.448,36.690,36.697,33.262,4790000,-8.84%
07/10/2022,36.690,38.070,38.101,36.327,3040000,-3.62%
07/09/2022,38.070,38.146,38.847,37.802,3090000,-0.17%
07/08/2022,38.134,38.490,39.531,36.504,7380000,-0.91%
07/07/2022,38.484,37.037,39.266,36.417,6020000,3.91%
07/06/2022,37.037,35.411,37.563,34.843,7480000,4.59%
07/05/2022,35.411,36.707,36.932,33.173,8870000,-3.53%
07/04/2022,36.706,33.397,36.893,32.475,5670000,9.91%
07/03/2022,33.397,33.348,33.632,32.178,3240000,0.15%
07/02/2022,33.348,32.843,34.018,31.902,3950000,1.53%
07/01/2022,32.846,33.741,35.332,31.870,9360000,-2.67%
06/30/2022,33.749,34.003,34.137,30.991,8570000,-0.75%
06/29/2022,34.003,35.328,36.027,33.160,8770000,-3.72%
06/28/2022,35.315,38.444,39.878,35.146,8060000,-8.14%
06/27/2022,38.444,39.401,41.174,37.930,6140000,-2.45%
06/26/2022,39.411,42.225,42.460,39.221,5850000,-6.74%
06/25/2022,42.260,41.889,42.613,39.776,5850000,0.87%
06/24/2022,41.896,38.150,42.846,37.743,9140000,9.82%
06/23/2022,38.150,34.091,38.482,34.010,9780000,11.94%
06/22/2022,34.082,36.302,36.820,33.665,9230000,-5.97%
06/21/2022,36.247,35.268,38.956,34.246,10240000,2.78%
06/20/2022,35.265,34.207,36.793,31.751,11210000,3.09%
06/19/2022,34.209,31.965,35.230,28.929,11860000,7.07%
06/18/2022,31.950,30.687,31.980,27.184,12440000,4.18%
06/17/2022,30.667,30.086,32.091,29.264,8790000,1.93%
06/16/2022,30.086,34.728,35.763,29.557,14600000,-13.32%
06/15/2022,34.708,29.600,34.769,26.798,17960000,17.12%
06/14/2022,29.633,28.507,32.104,25.966,16970000,4.32%
06/13/2022,28.405,30.605,30.999,26.060,20800000,-7.23%
06/12/2022,30.620,33.890,34.244,30.611,9840000,-9.61%
06/11/2022,33.874,37.149,37.900,33.240,6890000,-8.74%
06/10/2022,37.119,39.948,40.842,36.896,6720000,-7.08%
06/09/2022,39.948,38.820,41.824,38.456,6660000,2.94%
06/08/2022,38.805,39.330,40.830,38.307,6280000,-1.31%
06/07/2022,39.321,42.387,42.479,37.543,11300000,-7.23%
06/06/2022,42.387,38.523,44.606,38.358,10620000,10.03%
06/05/2022,38.523,38.956,40.152,37.843,5360000,-1.10%
06/04/2022,38.953,38.265,39.212,35.818,5920000,1.80%
06/03/2022,38.265,40.856,41.512,37.701,7120000,-6.36%
06/02/2022,40.864,40.100,41.546,38.156,8189999,1.90%
06/01/2022,40.100,45.722,46.097,39.691,7750000,-12.29%
05/31/2022,45.718,47.206,48.170,44.666,7320000,-3.15%
05/30/2022,47.206,44.967,48.217,44.267,8289999,5.00%
05/29/2022,44.960,44.263,45.533,41.824,6940000,1.62%
05/28/2022,44.245,41.083,44.931,40.324,6160000,7.72%
05/27/2022,41.076,43.404,43.889,40.053,11560000,-5.29%
05/26/2022,43.369,47.961,48.624,41.846,10120000,-9.57%
05/25/2022,47.961,49.655,50.472,47.602,4840000,-3.42%
05/24/2022,49.659,49.100,50.780,47.216,6240000,1.15%
05/23/2022,49.094,52.468,54.629,48.670,6220000,-6.42%
05/22/2022,52.460,50.293,53.126,49.675,3780000,4.31%
05/21/2022,50.293,49.414,51.186,48.596,3000000,1.78%
05/20/2022,49.414,52.150,53.550,47.879,7130000,-5.28%
05/19/2022,52.167,49.910,53.920,48.299,7260000,4.52%
05/18/2022,49.910,57.064,57.816,49.543,6700000,-12.52%
05/17/2022,57.056,53.654,58.188,53.187,6100000,6.36%
05/16/2022,53.643,58.673,58.806,51.951,7550000,-8.56%
05/15/2022,58.664,52.312,59.243,49.692,5650000,12.13%
05/14/2022,52.318,48.853,53.387,46.030,6990000,7.14%
05/13/2022,48.832,44.636,56.151,43.895,12830000,9.43%
05/12/2022,44.622,50.605,53.955,37.342,19240000,-11.90%
05/11/2022,50.647,66.690,68.310,43.394,17770000,-24.04%
05/10/2022,66.673,61.967,73.983,60.495,11810000,7.59%
05/09/2022,61.967,75.308,77.187,61.967,9110000,-17.73%
05/08/2022,75.317,78.841,79.337,73.781,109880000,-4.47%
05/07/2022,78.841,81.643,82.252,77.227,80910000,-3.43%
05/06/2022,81.639,84.461,84.727,79.949,145420000,-3.32%
05/05/2022,84.438,92.765,95.139,82.231,156600000,-9.00%
05/04/2022,92.792,85.821,93.010,85.434,121570000,8.11%
05/03/2022,85.833,87.463,88.765,84.656,71860000,-1.86%
05/02/2022,87.462,89.741,90.766,85.095,102990000,-2.47%
05/01/2022,89.681,84.772,93.113,84.178,83450000,5.81%
04/30/2022,84.757,93.915,94.913,81.888,83420000,-9.75%
04/29/2022,93.915,98.233,98.621,92.402,97130000,-4.40%
04/28/2022,98.233,98.324,100.534,96.389,96830000,-0.09%
04/27/2022,98.324,95.729,100.644,94.920,87270000,2.76%
04/26/2022,95.683,100.973,101.972,94.672,76600000,-5.27%
04/25/2022,101.007,99.223,101.558,94.472,100050000,1.79%
04/24/2022,99.227,100.583,102.248,98.718,68600000,-1.35%
04/23/2022,100.583,100.531,102.823,98.418,62480000,0.05%
04/22/2022,100.533,101.735,103.541,99.255,84800000,-1.20%
04/21/2022,101.757,105.553,109.963,100.029,105020000,-3.59%
04/20/2022,105.550,108.604,110.868,104.368,97190000,-2.79%
04/19/2022,108.576,102.295,108.824,101.146,80810000,6.13%
04/18/2022,102.304,100.225,102.628,94.834,103840000,2.00%
04/17/2022,100.296,102.108,105.445,99.732,63710000,-1.78%
04/16/2022,102.118,101.387,103.465,100.787,35830000,0.70%
04/15/2022,101.407,100.777,102.871,99.590,53650000,0.66%
04/14/2022,100.744,104.902,107.673,98.880,85650000,-3.94%
04/13/2022,104.880,103.184,105.924,100.134,93360000,1.65%
04/12/2022,103.181,99.636,109.214,98.437,125780000,3.67%
04/11/2022,99.532,111.150,111.924,98.289,134480000,-10.37%
04/10/2022,111.044,112.895,115.990,109.808,63540000,-1.57%
04/09/2022,112.812,109.980,113.602,108.309,72320000,2.55%
04/08/2022,110.009,118.575,122.375,108.168,139830000,-7.23%
04/07/2022,118.577,112.997,119.914,110.897,168610000,4.94%
04/06/2022,112.990,126.759,127.368,112.077,218620000,-10.88%
04/05/2022,126.784,132.113,136.566,126.179,105880000,-4.05%
04/04/2022,132.132,136.831,138.224,125.913,129190000,-3.41%
04/03/2022,136.804,132.400,141.046,130.744,117060000,3.34%
04/02/2022,132.376,134.547,143.488,131.648,144800000,-1.65%
04/01/2022,134.599,122.856,138.377,117.900,223970000,9.50%
03/31/2022,122.919,120.824,129.547,119.991,219280000,1.82%
03/30/2022,120.727,111.708,125.149,107.203,222820000,8.07%
03/29/2022,111.709,105.864,115.688,105.572,143960000,5.70%
03/28/2022,105.689,107.093,113.871,105.257,136070000,-1.31%
03/27/2022,107.093,101.804,107.420,98.850,59870000,5.20%
03/26/2022,101.804,98.650,103.337,97.711,52440000,3.20%
03/25/2022,98.649,102.392,104.885,97.124,88340000,-3.62%
03/24/2022,102.350,94.915,103.718,93.497,116970000,7.82%
03/23/2022,94.924,90.462,96.285,89.296,88020000,4.98%
03/22/2022,90.424,88.610,93.956,88.024,64129999,2.04%
03/21/2022,88.620,88.607,91.287,86.834,61340000,0.02%
03/20/2022,88.606,92.396,92.584,87.987,48970000,-4.14%
03/19/2022,92.435,89.789,94.538,89.265,93620000,2.94%
03/18/2022,89.792,87.827,92.187,84.514,358910000,2.25%
03/17/2022,87.813,87.796,90.985,86.667,320920000,0.02%
03/16/2022,87.795,82.850,87.958,81.540,300400000,5.97%
03/15/2022,82.850,81.226,85.840,78.887,236410000,2.00%
03/14/2022,81.223,78.706,82.242,78.038,237210000,3.00%
03/13/2022,78.858,81.412,83.075,77.774,204300000,-3.13%
03/12/2022,81.402,80.665,82.706,80.595,140500000,0.91%
03/11/2022,80.665,82.872,84.275,80.106,272330000,-2.66%
03/10/2022,82.871,88.089,88.555,80.766,314870000,-5.92%
03/09/2022,88.089,82.284,89.792,81.961,397720000,7.02%
03/08/2022,82.308,81.660,84.990,81.345,306260000,0.64%
03/07/2022,81.786,84.549,86.564,80.054,363890000,-3.26%
03/06/2022,84.538,89.633,89.894,84.164,230660000,-5.67%
03/05/2022,89.623,88.288,91.141,86.014,204270000,1.53%
03/04/2022,88.275,95.649,96.850,87.088,386320000,-7.71%
03/03/2022,95.649,100.702,101.669,94.138,3740000,-5.02%
03/02/2022,100.702,98.630,106.335,96.899,6190000,2.10%
03/01/2022,98.630,99.705,101.807,94.434,5560000,-1.08%
02/28/2022,99.705,85.607,102.146,84.250,6160000,16.47%
02/27/2022,85.607,90.130,92.147,84.190,3630000,-5.02%
02/26/2022,90.130,92.778,94.877,89.366,3180000,-2.85%
02/25/2022,92.778,89.409,94.995,87.035,5310000,3.77%
02/24/2022,89.409,84.514,92.837,75.693,10390000,5.90%
02/23/2022,84.431,86.413,93.211,84.431,4590000,-2.29%
02/22/2022,86.413,82.879,87.380,81.160,4220000,4.26%
02/21/2022,82.879,90.693,95.988,82.806,5640000,-8.52%
02/20/2022,90.600,91.264,93.808,85.878,3610000,-0.73%
02/19/2022,91.264,89.920,92.553,88.760,1830000,1.45%
02/18/2022,89.960,93.591,96.334,89.474,3020000,-3.88%
02/17/2022,93.591,101.763,102.740,92.411,3050000,-8.03%
02/16/2022,101.763,105.352,105.558,98.315,3240000,-3.41%
02/15/2022,105.352,96.458,105.606,96.388,3600000,9.22%
02/14/2022,96.458,92.811,97.762,91.058,2990000,3.93%
02/13/2022,92.811,95.970,97.273,91.447,1950000,-3.21%
02/12/2022,95.891,96.483,99.750,93.254,2760000,-0.61%
02/11/2022,96.483,106.170,108.103,95.307,4500000,-9.14%
02/10/2022,106.190,113.991,114.930,105.816,4139999,-6.84%
02/09/2022,113.991,113.293,117.005,109.581,3200000,0.62%
02/08/2022,113.293,117.512,120.152,109.887,4410000,-3.59%
02/07/2022,117.512,115.286,121.836,112.906,4360000,1.93%
02/06/2022,115.286,113.912,115.987,111.723,2290000,1.21%
02/05/2022,113.912,112.401,118.520,110.340,4099999,1.35%
02/04/2022,112.401,101.827,112.710,100.388,6260000,10.55%
02/03/2022,101.675,101.970,103.073,94.207,5880000,-0.23%
02/02/2022,101.908,109.981,112.266,97.121,7800000,-7.34%
02/01/2022,109.981,99.515,113.498,99.172,7110000,10.39%
01/31/2022,99.627,93.418,101.346,89.264,4260000,6.68%
01/30/2022,93.385,96.029,97.461,91.471,2130000,-2.91%
01/29/2022,96.186,91.375,98.676,90.709,3440000,5.33%
01/28/2022,91.318,89.513,93.526,87.338,4590000,2.12%
01/27/2022,89.422,91.905,94.404,85.887,5830000,-2.70%
01/26/2022,91.905,94.704,103.487,89.487,7290000,-2.96%
01/25/2022,94.704,91.849,99.882,87.585,5830000,3.18%
01/24/2022,91.784,99.770,99.835,80.919,10990000,-8.00%
01/23/2022,99.766,94.679,104.673,93.326,5640000,5.39%
01/22/2022,94.665,112.312,114.048,88.480,10270000,-15.75%
01/21/2022,112.362,127.639,128.651,106.543,8180000,-11.99%
01/20/2022,127.672,135.310,143.831,126.537,2500000,-5.62%
01/19/2022,135.276,141.337,142.663,132.969,2049999,-4.25%
01/18/2022,141.282,139.832,142.598,134.454,2040000,1.04%
01/17/2022,139.824,148.016,148.260,137.144,2130000,-5.49%
01/16/2022,147.954,147.660,151.918,146.174,1520000,0.19%
01/15/2022,147.677,146.158,149.524,144.147,1520000,1.04%
01/14/2022,146.162,146.096,150.584,142.044,2350000,0.07%
01/13/2022,146.061,151.530,157.712,145.590,3040000,-3.55%
01/12/2022,151.437,140.209,153.119,138.286,3210000,8.01%
01/11/2022,140.209,135.873,143.456,133.626,2410000,3.12%
01/10/2022,135.964,140.787,143.741,130.147,3300000,-3.40%
01/09/2022,140.755,142.033,145.664,137.890,2210000,-0.90%
01/08/2022,142.033,136.388,148.026,133.283,4179999,4.13%
01/07/2022,136.405,150.336,150.650,133.973,4690000,-9.27%
01/06/2022,150.336,154.483,154.721,146.344,2910000,-2.72%
01/05/2022,154.540,167.753,171.253,145.013,3090000,-7.88%
01/04/2022,167.767,170.084,173.867,166.560,1650000,-1.34%
01/03/2022,170.039,176.354,176.443,166.897,1650000,-3.59%
01/02/2022,176.367,179.083,179.496,174.428,1080000,-1.51%
01/01/2022,179.068,169.985,179.176,169.985,1300000,5.34%
12/31/2021,169.985,172.509,177.604,167.773,2049999,-1.45%
12/30/2021,172.482,170.602,175.697,168.382,1860000,1.09%
12/29/2021,170.626,177.191,180.581,170.434,2590000,-3.68%
12/28/2021,177.151,195.602,195.602,176.793,3640000,-9.45%
12/27/2021,195.645,197.801,204.712,194.865,1900000,-1.07%
12/26/2021,197.754,193.019,200.537,190.376,2190000,2.40%
12/25/2021,193.127,190.493,195.052,189.224,1780000,1.49%
12/24/2021,190.285,190.075,197.422,184.463,2800000,0.13%
12/23/2021,190.047,178.411,193.442,175.770,2930000,6.53%
12/22/2021,178.406,179.736,187.539,177.145,2800000,-0.75%
12/21/2021,179.745,173.862,182.392,170.286,2400000,3.43%
12/20/2021,173.785,179.956,181.085,168.500,2630000,-3.52%
12/19/2021,180.125,182.822,189.160,178.573,1930000,-1.50%
12/18/2021,182.861,175.562,184.272,171.065,1980000,4.14%
12/17/2021,175.586,176.926,182.357,168.149,3770000,-0.75%
12/16/2021,176.904,178.522,189.008,174.478,3940000,-0.90%
12/15/2021,178.506,161.303,182.590,157.183,5550000,10.67%
12/14/2021,161.299,155.259,162.906,149.821,3910000,3.93%
12/13/2021,155.203,172.906,172.951,148.384,4690000,-10.25%
12/12/2021,172.924,172.204,176.854,167.728,1770000,0.70%
12/11/2021,171.728,167.475,173.801,161.587,2800000,2.47%
12/10/2021,167.596,181.267,184.440,167.446,3200000,-7.59%
12/09/2021,181.363,194.624,196.636,178.746,3010000,-6.80%
12/08/2021,194.596,190.226,196.235,184.001,3380000,2.29%
12/07/2021,190.236,193.874,204.025,187.958,3680000,-1.92%
12/06/2021,193.963,196.475,197.646,176.649,4880000,-1.26%
12/05/2021,196.444,201.093,204.309,182.027,4190000,-2.31%
12/04/2021,201.088,211.854,212.584,175.186,6980000,-5.17%
12/03/2021,212.047,233.765,239.426,205.628,4840000,-9.30%
12/02/2021,233.785,229.862,243.069,220.150,4760000,1.72%
12/01/2021,229.829,208.486,232.452,207.999,4500000,10.27%
11/30/2021,208.423,204.139,218.252,199.780,3650000,2.10%
11/29/2021,204.135,200.850,212.787,199.789,2820000,1.63%
11/28/2021,200.854,192.976,201.979,181.285,2670000,4.04%
11/27/2021,193.061,192.184,199.403,190.811,1930000,0.56%
11/26/2021,191.991,210.017,210.417,183.084,4570000,-8.55%
11/25/2021,209.952,205.854,216.366,202.028,2900000,1.98%
11/24/2021,205.877,221.837,222.244,200.225,3120000,-7.21%
11/23/2021,221.885,215.839,226.021,211.232,2650000,2.79%
11/22/2021,215.854,231.410,231.983,211.950,3970000,-6.72%
11/21/2021,231.414,217.824,235.389,210.695,3150000,6.23%
11/20/2021,217.833,215.282,221.152,206.068,2470000,1.19%
11/19/2021,215.274,195.145,219.691,189.571,4450000,10.30%
11/18/2021,195.164,218.932,222.755,187.176,5620000,-10.85%
11/17/2021,218.918,219.048,221.947,210.105,3630000,-0.07%
11/16/2021,219.062,238.213,238.213,214.824,4300000,-8.03%
11/15/2021,238.187,238.679,246.211,234.454,3030000,-0.20%
11/14/2021,238.667,241.659,241.925,230.506,1960000,-1.25%
11/13/2021,241.684,228.551,241.939,225.006,2430000,5.75%
11/12/2021,228.551,233.498,238.996,220.997,3360000,-2.15%
11/11/2021,233.576,233.635,246.427,229.543,3190000,-0.05%
11/10/2021,233.686,239.041,247.956,217.998,4790000,-2.23%
11/09/2021,239.027,248.376,253.164,237.809,3520000,-3.78%
11/08/2021,248.419,249.673,253.269,240.742,3750000,-0.49%
11/07/2021,249.644,258.480,258.581,245.752,2960000,-3.42%
11/06/2021,258.477,236.119,259.861,234.879,4440000,9.46%
11/05/2021,236.147,247.150,248.256,230.598,3430000,-4.45%
11/04/2021,247.144,243.113,250.208,234.909,5460000,1.59%
11/03/2021,243.272,220.764,246.379,216.067,7930000,10.24%
11/02/2021,220.678,203.471,222.222,201.147,4460000,8.47%
11/01/2021,203.454,202.565,211.495,198.093,4780000,0.44%
10/31/2021,202.573,195.806,204.991,185.688,3640000,3.45%
10/30/2021,195.813,200.262,200.489,187.531,2500000,-2.20%
10/29/2021,200.224,194.795,204.975,194.684,3750000,2.86%
10/28/2021,194.659,184.451,201.385,181.906,5360000,5.57%
10/27/2021,184.397,199.866,205.465,178.226,7410000,-7.68%
10/26/2021,199.744,209.714,213.993,196.706,4860000,-4.75%
10/25/2021,209.698,202.259,218.939,198.189,6890000,3.61%
10/24/2021,202.394,197.765,204.825,185.385,5120000,2.34%
10/23/2021,197.776,196.267,205.692,192.486,4620000,0.82%
10/22/2021,196.174,190.428,214.972,188.115,11750000,3.02%
10/21/2021,190.429,176.805,193.871,176.805,11010000,7.70%
10/20/2021,176.810,155.857,176.810,155.210,5430000,13.44%
10/19/2021,155.857,157.189,159.393,153.148,2520000,-0.87%
10/18/2021,157.217,160.097,162.920,155.015,3010000,-1.79%
10/17/2021,160.077,157.416,167.492,153.364,4000000,1.70%
10/16/2021,157.403,163.157,164.702,156.736,2650000,-3.53%
10/15/2021,163.171,150.020,165.347,146.991,7130000,8.79%
10/14/2021,149.980,148.056,155.501,147.308,3800000,1.25%
10/13/2021,148.125,152.496,155.406,144.419,3930000,-2.88%
10/12/2021,152.518,144.858,153.403,137.730,5650000,5.27%
10/11/2021,144.889,147.698,153.983,140.464,3590000,-1.93%
10/10/2021,147.738,156.778,158.478,145.953,2910000,-5.75%
10/09/2021,156.755,158.631,161.410,154.685,2870000,-1.16%
10/08/2021,158.589,154.215,168.790,152.576,5410000,2.84%
10/07/2021,154.209,153.883,161.162,150.530,4960000,0.20%
10/06/2021,153.895,164.617,165.357,150.266,6640000,-6.51%
10/05/2021,164.619,167.121,170.109,160.188,4880000,-1.49%
10/04/2021,167.116,173.021,173.021,162.503,5750000,-3.26%
10/03/2021,172.745,169.074,177.359,165.891,5560000,2.17%
10/02/2021,169.080,161.623,174.889,156.773,6760000,4.61%
10/01/2021,161.623,141.366,164.871,138.352,8960000,14.33%
09/30/2021,141.360,135.294,142.798,134.131,4830000,4.49%
09/29/2021,135.283,132.222,140.002,131.232,5310000,2.41%
09/28/2021,132.104,136.372,139.386,128.210,5250000,-3.13%
09/27/2021,136.374,135.724,148.787,133.766,6920000,0.46%
09/26/2021,135.753,136.075,140.609,124.982,5830000,-0.25%
09/25/2021,136.086,139.257,143.961,133.589,4380000,-2.28%
09/24/2021,139.268,149.945,151.009,128.404,9670000,-7.07%
09/23/2021,149.870,148.013,152.310,143.083,7400000,1.23%
09/22/2021,148.048,123.967,151.446,122.272,12060000,19.51%
09/21/2021,123.881,132.701,144.496,116.135,14260000,-6.51%
